主管单位,报考单位,报考职位,计划招考人数,报考人数,审核通过人数,交费人数
北碚区,北碚区三圣镇人民政府,数字建设,1,12,5,2
北碚区,北碚区金刀峡镇人民政府,数字建设,1,7,2,2
北碚区,北碚区人民政府北温泉街道办事处,综合管理,1,2,1,1
北碚区,北碚区人民政府龙凤桥街道办事处,规划建设管理,1,29,14,2
北碚区,北碚区人民政府东阳街道办事处,经济发展,1,7,0,0
北碚区,北碚区人民政府歇马街道办事处,城镇建设,1,28,9,2
北碚区,北碚区人民政府歇马街道办事处,数字建设,1,5,0,0
北碚区,北碚区委宣传部,新闻宣传,1,20,17,7
北碚区,北碚区委网络安全和信息化委员会办公室,综合管理,1,16,9,2
北碚区,北碚区委社会工作部,综合管理,1,9,6,0
北碚区,北碚区发展和改革委员会,综合管理,1,16,11,1
北碚区,北碚区经济和信息化委员会,产业发展,1,23,9,3
北碚区,北碚区司法局,基层司法助理员1,1,4,2,0
北碚区,北碚区司法局,基层司法助理员2,1,12,9,3
北碚区,北碚区商务委员会,综合管理,1,44,24,7
北碚区,北碚区卫生健康委员会,医疗管理,1,40,20,7
北碚区,北碚区林业局,森林资源管理1,1,10,6,1
北碚区,北碚区林业局,森林资源管理2,1,12,8,4
北碚区,北碚区委党校（参照）,数字建设,1,11,7,1
北碚区,北碚区档案馆（参照）,数字建设,1,13,8,3
北碚区,北碚区社会保险事务中心（参照）,法制管理,1,4,2,1
北碚区,北碚区道路运输事务中心（参照）,综合管理,1,18,14,7
北碚区,北碚区道路运输事务中心（参照）,数字建设,1,14,8,2
北碚区,北碚区水旱灾害防御中心（参照）,水旱灾害防御,1,18,9,2
北碚区,北碚区社会经济调查队（参照）,数字建设,1,7,3,0
北碚区,北碚区医疗保障事务中心（参照）,医保待遇管理,1,10,3,2
北碚区,北碚区供销合作社联合社（参照）,综合管理,1,55,32,9
北碚区,北碚区总工会（参照）,综合管理,1,9,4,1
北碚区,北碚区城市管理综合行政执法支队（参照）,数字建设1,1,4,2,1
北碚区,北碚区城市管理综合行政执法支队（参照）,数字建设2,1,6,5,1
北碚区,北碚区城市管理综合行政执法支队（参照）,城管执法1,1,3,1,0
北碚区,北碚区城市管理综合行政执法支队（参照）,城管执法2,1,2,0,0
北碚区,北碚区城市管理综合行政执法支队（参照）,财务管理1,1,2,1,0
北碚区,北碚区城市管理综合行政执法支队（参照）,财务管理2,1,8,4,1
北碚区,北碚区城市管理综合行政执法支队（参照）,综合管理1,1,3,1,0
北碚区,北碚区城市管理综合行政执法支队（参照）,综合管理2,1,1,0,0
北碚区,北碚区农业综合行政执法支队（参照）,农业工程,1,6,5,5
巴南区,巴南区乡镇机关,综合管理1,2,26,3,2
巴南区,巴南区乡镇机关,综合管理2,1,20,0,0
巴南区,巴南区乡镇机关,综合管理3,1,16,1,0
巴南区,巴南区乡镇机关,综合管理4,1,34,2,0
巴南区,巴南区乡镇机关,综合管理5,1,0,0,0
巴南区,巴南区乡镇机关,综合管理6,1,8,0,0
巴南区,巴南区界石镇人民政府,综合管理1,1,12,3,0
巴南区,巴南区界石镇人民政府,综合管理2,1,8,0,0
巴南区,巴南区接龙镇人民政府,宣传文秘1,1,8,2,2
巴南区,巴南区接龙镇人民政府,宣传文秘2,1,11,2,1
巴南区,巴南区接龙镇人民政府,财务管理1,1,4,0,0
巴南区,巴南区接龙镇人民政府,财务管理2,1,4,1,0
巴南区,巴南区东温泉镇人民政府,综合管理1,1,7,0,0
巴南区,巴南区东温泉镇人民政府,综合管理2,1,2,0,0
巴南区,巴南区安澜镇人民政府,综合管理1,1,5,3,0
巴南区,巴南区安澜镇人民政府,综合管理2,1,23,3,0
巴南区,巴南区丰盛镇人民政府,综合管理,1,2,0,0
巴南区,巴南区二圣镇人民政府,财务管理1,1,7,0,0
巴南区,巴南区二圣镇人民政府,财务管理2,1,8,0,0
巴南区,巴南区双河口镇人民政府,综合管理1,1,6,0,0
巴南区,巴南区双河口镇人民政府,综合管理2,1,7,0,0
巴南区,巴南区街道办事处,党建宣传1,1,5,0,0
巴南区,巴南区街道办事处,党建宣传2,1,2,0,0
巴南区,巴南区街道办事处,综合管理1,1,5,0,0
巴南区,巴南区街道办事处,综合管理2,1,4,0,0
巴南区,巴南区鱼洞街道办事处,综合管理1,1,6,1,0
巴南区,巴南区鱼洞街道办事处,综合管理2,1,6,1,0
巴南区,巴南区花溪街道办事处,综合管理1,1,2,0,0
巴南区,巴南区花溪街道办事处,综合管理2,1,1,0,0
巴南区,巴南区南泉街道办事处,综合管理1,1,16,2,0
巴南区,巴南区南泉街道办事处,综合管理2,1,21,4,1
巴南区,巴南区惠民街道办事处,党务管理1,1,5,3,2
巴南区,巴南区惠民街道办事处,党务管理2,1,11,6,0
巴南区,巴南区纪委监委,纪检监察1,1,4,0,0
巴南区,巴南区纪委监委,纪检监察2,1,9,2,0
巴南区,巴南区民政局,法治建设,1,13,0,0
巴南区,巴南区司法局,司法助理1,1,2,0,0
巴南区,巴南区司法局,司法助理2,1,4,0,0
巴南区,巴南区司法局,司法助理3,1,2,0,0
巴南区,巴南区司法局,司法助理4,1,0,0,0
巴南区,巴南区司法局,司法助理5,1,3,0,0
巴南区,巴南区商务委员会,商贸发展,1,8,1,0
巴南区,巴南区文化和旅游发展委员会,数字文旅,1,22,0,0
巴南区,巴南区大数据应用发展管理局,大数据管理1,1,9,3,1
巴南区,巴南区大数据应用发展管理局,大数据管理2,1,5,0,0
巴南区,巴南区机关事务中心（参照）,综合管理,1,0,0,0
巴南区,巴南区行政服务和公共资源交易中心（参照）,综合管理,1,6,0,0
巴南区,巴南区最低生活保障管理中心（参照）,低保管理,1,8,0,0
巴南区,巴南区预算绩效和国库支付事务中心（参照）,财政管理1,1,4,0,0
巴南区,巴南区预算绩效和国库支付事务中心（参照）,财政管理2,1,15,1,0
巴南区,巴南区预算绩效和国库支付事务中心（参照）,财政管理3,1,5,0,0
巴南区,巴南区预算绩效和国库支付事务中心（参照）,财政管理4,1,1,0,0
巴南区,巴南区社会保险事务中心（参照）,综合管理1,1,12,1,0
巴南区,巴南区社会保险事务中心（参照）,综合管理2,1,8,0,0
巴南区,巴南区就业和人才中心（参照）,信息管理1,1,19,1,0
巴南区,巴南区就业和人才中心（参照）,信息管理2,1,15,2,0
巴南区,巴南区道路运输管理所（参照）,智慧运输1,1,12,0,0
巴南区,巴南区道路运输管理所（参照）,智慧运输2,1,13,0,0
巴南区,巴南区水利工程管理站（参照）,工程管理1,1,20,0,0
巴南区,巴南区水利工程管理站（参照）,工程管理2,1,6,0,0
巴南区,巴南区水利工程管理站（参照）,工程管理3,1,7,0,0
巴南区,巴南区农村经营管理站（参照）,农业经济管理1,1,5,2,0
巴南区,巴南区农村经营管理站（参照）,农业经济管理2,1,10,1,0
巴南区,巴南区医疗保障事务中心（参照）,财务管理,1,11,0,0
巴南区,巴南区招商服务中心（参照）,招商引资1,1,5,0,0
巴南区,巴南区招商服务中心（参照）,招商引资2,1,2,0,0
巴南区,巴南区生态环境保护综合行政执法支队（参照）,生态环境执法1,1,2,0,0
巴南区,巴南区生态环境保护综合行政执法支队（参照）,生态环境执法2,1,2,1,0
巴南区,巴南区城市管理综合行政执法支队（参照）,城管执法1,1,5,0,0
巴南区,巴南区城市管理综合行政执法支队（参照）,城管执法2,1,4,0,0
巴南区,巴南区城市管理综合行政执法支队（参照）,城管执法3,1,3,0,0
巴南区,巴南区城市管理综合行政执法支队（参照）,城管执法4,1,1,0,0
巴南区,巴南区城市管理综合行政执法支队（参照）,城管执法5,1,12,1,1
巴南区,巴南区城市管理综合行政执法支队（参照）,城管执法6,1,6,1,1
巴南区,巴南区城市管理综合行政执法支队（参照）,城管执法7,1,1,0,0
巴南区,巴南区城市管理综合行政执法支队（参照）,城管执法8,1,1,0,0
巴南区,巴南区农业综合行政执法支队（参照）,农业执法1,1,20,0,0
巴南区,巴南区农业综合行政执法支队（参照）,农业执法2,1,29,0,0
巴南区,巴南区农业综合行政执法支队（参照）,农业执法3,1,1,0,0
巴南区,巴南区农业综合行政执法支队（参照）,农业执法4,1,3,0,0
